Name,Content
pop_tot.csv,Population
irrA.csv,"irrigated area for each region, AEZ and crop type"
withd_irrV.csv,Water Withdrawal of Irrigation
withd_dom.csv,Water Withdrawal of Domestic
withd_elec.csv,Water Withdrawal of Industrial-Electricity
withd_liv.csv,Water Withdrawal of Livestock
rgn_tot_withd_liv.csv,Water Withdrawal of Livestock (total)
withd_manuf.csv,Water Withdrawal of Industrial-Manufacturing
withd_mining.csv,Water Withdrawal of Resource Extraction
